計劃名稱,True Label,Predict Label
台灣腦科技發展及國際躍升計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療
臺灣矽谷科技基金投資計畫(1/1),創新創業,創新創業
普及偏鄉數位應用計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府
醫衛科技政策研究計畫(4/4),生技醫藥與精準醫療,
加速行動寬頻服務及產業發展計畫(1/3)-建置4G+ 網路接取與應用測試環境計畫,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
中小企業群聚創新整合服務優值計畫(4/4),中小（堅）企業輔導,中小（堅）企業輔導
工研院環境建構綱要計畫(3/3),工研院與A+,工研院與A+
加速行動寬頻服務及產業發展計畫(3/3)-推動中小企業4G行動商務應用服務計畫,電商與物流,電商與物流
工藝plus科技加值應用文化產業推動計畫(1/1),文化,文化
文化內容科技應用創新產業領航旗艦計畫(1/4),數位內容,數位內容
推動創新及應用科技研究計畫(2/4),政策規劃與推動,政策規劃與推動
建構全國實驗動物資源服務中心(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
協助中小型食品產業升級轉型輔導計畫(2/4),食品安全與食品科技,食品安全與食品科技
台灣光子源(TPS)之高影響性光束線及實驗站設施興建計畫(3/4),科研設施,科研設施
確保衛生安全環境整合型計畫(4/4),長照與社會福利,防疫
建置校園智慧網路計畫(4/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
自研自製高階儀器設備與服務平台計畫(2/4),科研設施,科研設施
影視音數位視覺特效應用加值計畫(3/4),數位內容,數位內容
斷層活動性觀測研究第三階段(3/4),災害防救,災害防救
加速行動寬頻服務及產業發展計畫(2/3)-建置基站資安檢測環境,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
台灣新世代可見光及紅外線天文學「探高」計畫(3/5),科研計畫補助,科研計畫補助
專利大數據知識領航計畫(2/4),專利與智財,專利與智財
具時效性科技政策及科技策略會議結論推動落實計畫(1/1),政策規劃與推動,政策規劃與推動
商業服務業科技化與國際化發展計畫(2/4),中小（堅）企業輔導,數位轉型與智慧政府
農業科技管理及產業化推動計畫(1/4),創新創業,創新創業
金屬產業模具應用及材料提升計畫(3/3),傳統產業高值化,傳統產業高值化
新一代數位學習計畫(3/4),數位學習,數位學習
推動產業創新應用服務實證計畫(4/4),政策規劃與推動,政策規劃與推動
全球衛生安全—追求防疫一體之傳染病整合防治研究(3/4),防疫,防疫
多通路物流服務推動計畫(2/4),電商與物流,電商與物流
鑑識科技量能精進暨服務躍升(1/4),警政與法務,警政與法務
海象防災技術研究(3/4),災害防救,災害防救
補助大專校院延攬及獎勵特殊優秀人才措施(1/4),人才補助與延攬,人才補助與延攬
能源國家型科技計畫—永續能源技術與策略發展應用計畫(1/3),能源,能源
物流中堅企業國際化推動計畫(1/4),電商與物流,電商與物流
先進產業策略性落實計畫(1/4),創新創業,創新創業
普及偏鄉數位應用計畫(4/4),數位轉型與智慧政府,數位轉型與智慧政府
漁業科技發展綱要計畫(2/4),農業,農業
創新政府便捷服務計畫(第五階段電子化政府計畫-數位政府)(2/4),數位轉型與智慧政府,數位轉型與智慧政府
次世代醫用3D放射造影儀技術開發及應用(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
台灣光子源綠能生醫旗艦計畫(2/4),科研設施,科研設施
推動國際產學聯盟計畫(4/4),創新創業,創新創業
文化科技輔導推動專案計畫(3/4),文化,文化
基礎語文及多元文化能力培育計畫(3/4),校園人才培育,校園人才培育
104年度高畫質電視推展計畫(4/4),數位內容,數位內容
開發建置受保護管束人再犯風險評估智慧輔助系統(1/3),數位轉型與智慧政府,警政與法務
109年度「再生能源開發與推廣計畫」(1/1),能源,能源
建構工具機產線智慧系統升級計畫(1/5),智慧製造,智慧製造
工業減碳領航計畫(3/4),氣候變遷與減碳,氣候變遷與減碳
與世界同步智慧交通新科技發展與應用計畫(1/4),智慧交通,智慧交通
網路通訊國際標準分析及參與制定(2/4),網路通訊/4G/5G/5G+/6G;國家標準檢驗,網路通訊/4G/5G/5G+/6G;國家標準檢驗
智慧電動車輛產業推動計畫(2/4),運輸載具,運輸載具
具時效性科技政策及科技策略會議結論推動落實計畫(1/1),政策規劃與推動,政策規劃與推動
企業創新研發淬鍊及產學研價值創造綱要計畫(2/4),工研院與A+,工研院與A+
奈米科技政策科學化及管理體系建構計畫(1/3),政策規劃與推動,政策規劃與推動
能源國家型科技計畫-再生能源產業推動計畫(1/2),能源,能源
推動中小企業雲端創新應用發展計畫 (3/4),數位轉型與智慧政府,數位轉型與智慧政府
國立中科實驗高級中學國中部校舍興建計畫(1/3),校園人才培育,校園人才培育
生物資源建置與整合計畫(5/5),科研設施,科研設施
高級中等學校智慧網路環境暨學術網路提升計畫(1/5),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
科技會報重要科技策略推動計畫(1/1),政策規劃與推動,政策規劃與推動
台灣cGMP生物製劑廠運作計畫(3/4),防疫,防疫
加速全面性地熱資源探查及資訊供應計畫(1/5),能源,能源
奈米元件研究與技術人才培育計畫(1/4),晶片半導體,晶片半導體
臺灣南段山區地下水資源調查(3/4),水資源管理,水資源管理
人文及社會科學研究發展計畫(1/1),科研計畫補助,科研計畫補助
台灣美食國際化及科技化服務計畫(4/4),中小（堅）企業輔導,食品安全與食品科技
強地動觀測第5期計畫(6/6)-強震即時警報於防災之應用,災害防救,災害防救
加值化農產品產銷及物流技術，運籌亞太潛力市場(4/4),智慧農業;電商與物流,智慧農業;電商與物流
綠色採購躍升計畫(1/4),氣候變遷與減碳,氣候變遷與減碳
商業服務業節能低碳推動計畫(1/1),能源,氣候變遷與減碳
能源國家型科技計畫—永續能源技術與策略發展應用計畫(2/3),能源,能源
警政雲端運算發展計畫第二期(2/4)-警政巨量資料分析與運用,數位轉型與智慧政府,數位轉型與智慧政府
生技醫藥轉譯創新發展計畫–轉譯臨床主軸(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
地區產業整合發展計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導
海研五號科研儀器建置暨營運計畫(3/4),海洋科技,海洋科技
健全專利檢索中心發展計畫(4/4),專利與智財,專利與智財
物聯網應用場域資安強化推動計畫(1/4),虛擬實境;物聯網;資安,虛擬實境;物聯網;資安
建立多模組運輸事故調查能量計畫(2/4),警政與法務,
以高齡社會需求為導向之生醫科技研究計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
國家工商登記資料庫雲端服務運用計畫(3/4),數位轉型與智慧政府,數位轉型與智慧政府
智慧海象環境災防服務 – 創新安全效能(1/6),災害防救,災害防救
給水與用水管理技術發展計畫(3/4),水資源管理,水資源管理
建置矽谷創新創業平台計畫(2/4),創新創業,創新創業
全通路智慧加值共通應用平台推動計畫(1/4),電商與物流,數位轉型與智慧政府
強化輻射安全與輻射醫療品質技術之研究(3/4),災害防救,災害防救
故宮5G博物館建設計畫(1/4),文化,文化
擴大災害警報訊息傳遞民眾服務計畫(1/4),災害防救;網路通訊/4G/5G/5G+/6G,災害防救
內政部警政署「警政雲端運算發展計畫第二期-警政巨量資料分析與運用」(3/4),數位轉型與智慧政府,數位轉型與智慧政府
智慧化居住空間產業發展推廣計畫(4/4),物聯網,物聯網
以服務加值再造生活服務業競爭力計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導
國家資通安全關鍵科技發展計畫(2/2),資安,資安
台灣光子源周邊實驗設施興建計畫(1/1),科研設施,科研設施
噪音管制及非屬原子能游離輻射暴露評估、光污染防制管理之研究(1/1),環境監測與污染防治,環境監測與污染防治
智慧水管理技術研發(1/4),水資源管理,水資源管理
能源科技人才培育計畫(4/4),產業人才培育;能源,產業人才培育;能源
移民資訊雲端服務發展計畫(1/3),數位轉型與智慧政府,數位轉型與智慧政府
環境奈米評析與綠色化學檢測技術研究(2/3),環境監測與污染防治,環境監測與污染防治
建置優質照護服務體系(4/4),長照與社會福利,長照與社會福利
國際合作科技發展綱要計畫(4/4),農業,農業
區塊鏈創新生態體系發展計畫(4/4),物聯網,物聯網
強化核能電廠除役管制技術及環境輻射之研究(2/4),能源,能源
能源國家型科技計畫-綠色能源產業推動計畫(4/4),能源,能源
雲端服務暨巨量資料產業發展計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料
生技醫藥國家型科技計畫(臨床前發展群組)-先導藥物評估與候選藥物推動(4/6),生技醫藥與精準醫療,生技醫藥與精準醫療
服務業能源管理與技術輔導計畫(4/4),氣候變遷與減碳,能源
結核病防治整合型計畫(3/4),防疫,防疫
追求卓越之文官培訓功能科研計畫(5/5),產業人才培育,產業人才培育
提升製造業資訊應用暨經管能力計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導
農業科技產業化科技發展綱要計畫(4/4),創新創業,創新創業
民生產業特用化學品開發與關鍵製程應用技術綱要計畫(4/4),化工材料與循環經濟,化工材料與循環經濟
下世代太空科技發展先期推動計畫(1/10),太空/衛星,太空/衛星
電漿在綠色節能環境之開發與應用(2/4),能源,能源
交通技術發展規劃研究第二期計畫(4/4),政策規劃與推動,政策規劃與推動
新世代化學材料產業輔導與推廣計畫(4/4),化工材料與循環經濟,化工材料與循環經濟
基礎科學研究計畫-國輻中心業務推動與設施管理計畫(1/1),科研設施,科研設施
永續能源技術與策略發展應用計畫(3/3),能源,能源
醣醫學研究中程個案計畫(3/5),科研計畫補助,科研計畫補助
國家度量衡標準實驗室整體運作及發展計畫(2/4),國家標準檢驗,國家標準檢驗
智能稅務服務計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府
廢棄物及底泥特性鑑識技術開發(2/2),環境監測與污染防治,環境監測與污染防治
以醫療科技建構社會保險永續發展(1/4),長照與社會福利,長照與社會福利
行政院跨領域科技管理人才在職培訓發展計畫(3/4),產業人才培育,產業人才培育
化學物質安全使用資訊整合平台及科技化管理計畫(2/4),環境監測與污染防治,環境監測與污染防治
強化政府施政電子化與服務之巨量資料應用研究計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府
智能電動車輛產業推動計畫(2/4),運輸載具,運輸載具
跨虛實科技人文計算平台(4/4),AI、雲端、巨量資料;虛擬實境,AI、雲端、巨量資料;虛擬實境
台灣光源計畫 (TLS)(1/1),科研設施,科研設施
資料經濟生態系推動計畫(4/4),AI、雲端、巨量資料,AI、雲端、巨量資料
數位經濟技術創新研發與應用(3/4),數位轉型與智慧政府,數位轉型與智慧政府
臺灣人體生物資料庫(10/12),生技醫藥與精準醫療,生技醫藥與精準醫療
產業技術標準活絡暨參與國際標準制定(4/4),國家標準檢驗,國家標準檢驗
普及偏鄉數位應用計畫(3/4),數位轉型與智慧政府,數位轉型與智慧政府
台灣光子源計畫 (TPS)(1/1),科研設施,科研設施
核能技術及核電廠除役之安全強化研究(4/4),能源,能源
能源國家型科技計畫-再生能源產業推動計畫(2/2),能源,能源
提升森林及生物多樣性經營，永續生態資源利用(3/4),氣候變遷與減碳,氣候變遷與減碳
區域水文地質特性與地下水補注模式研究(3/4),水資源管理,水資源管理
核能電廠安全管制法規與技術研究計畫(3/4),能源,能源
全人健康促進與成癮防治研究(2/4),長照與社會福利,長照與社會福利
產品碳足跡揭露服務計畫(碳足跡雲)(3/4),氣候變遷與減碳,氣候變遷與減碳
新穎分子標靶之創新精準治療藥物的研究與開發(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
新世代5G及物聯網智慧管理與網路治理研究計畫(1/1),網路通訊/4G/5G/5G+/6G,物聯網
亞洲矽谷智慧商業服務應用推動計畫(4/4),數位轉型與智慧政府,數位轉型與智慧政府
基礎語文及多元文化能力培育計畫(2/4),校園人才培育,校園人才培育
科技會報跨部會署科發基金計畫(1/1),政策規劃與推動,政策規劃與推動
高中職學術連網全面優化頻寬提升計畫(2/4),產業人才培育;網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
雲嘉南地方產業創新與價值提升推動計畫(1/4),傳統產業高值化,傳統產業高值化
強化醫材產業價值鍵CRO服務能量計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
精進防疫一體傳染病智慧防治技術(1/4),防疫,防疫
實證衛生政策轉譯研發計畫(3/5),長照與社會福利,長照與社會福利
建構健康照護及幸福安全社會體系(1/4),長照與社會福利,長照與社會福利
臺灣東北海域礦產資源潛能調查(2/4),能源,能源
臺灣新興太空產業領航計畫—微衛星發展(3/4),太空/衛星,太空/衛星
提昇法醫鑑識量能計畫(3/4),警政與法務,警政與法務
研發環境綜合整備及科技行政協調管理(1/1),政策規劃與推動,政策規劃與推動
110年度｢能源效率管理與節能技術推廣輔導」(1/1),能源,能源
建構國土安全輻射監測網(3/4),災害防救,災害防救
邁向數位平權推動計畫(2/4),數位轉型與智慧政府,數位轉型與智慧政府
跨域數位人才加速躍升計畫(3/4),產業人才培育,產業人才培育
E化領域科技發展綱要計畫(4/4)-發展智慧農業物聯網與數位多元服務,智慧農業,智慧農業
製造業產品環境足跡與資源永續推動計畫(3/4),氣候變遷與減碳,氣候變遷與減碳
強化數位教學暨學習資訊應用環境計畫(4/4),數位學習,數位學習
臺灣及南海海域資料收集調查與資料庫精進(2/4),海洋科技,海洋科技
台日新戰略夥伴關係建構計畫(1/4),創新創業,創新創業
能源國家型計畫-新興能源產品檢測標準與驗證技術計畫(1/2),能源;國家標準檢驗,能源;國家標準檢驗
奈米國家型科技計畫-奈米產業技術發展綱要計畫(6/6),化工材料與循環經濟,化工材料與循環經濟
氣象雷達災防預警技術提升計畫(3/6),災害防救,災害防救
追求卓越之文官培訓功能科研計畫(4/5)-強化實驗動能,產業人才培育,產業人才培育
新興中小企業政策決策知識發展計畫(3/4),政策規劃與推動,政策規劃與推動
食品安全巨量資料分析及資訊科技化建置計畫(1/4),食品安全與食品科技,食品安全與食品科技
科學城低碳智慧環境基礎建置-科技計畫部分(4/4),能源,能源
107年度「再生能源開發與推廣計畫」(1/1),能源,能源
5G文化科技人才培育暨跨域應用計畫(1/4),數位內容,文化
生技醫藥產業科技發展綱要計畫(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療
數位內容跨域創新應用推動計畫(1/4),數位內容,數位內容
數位人文創新人才培育計畫(3/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府
建構動植物健康安全防護網絡(2/4),防疫,防疫
臺灣資安卓越深耕-半導體及資通訊供應鏈資安關鍵技術發展計畫(1/4),資安,資安
蚊媒傳染病防治研究聚落之合作體系(3/4),防疫,防疫
精進全民健保制度(2/4)-落實健保改革及提升醫療服務價值,長照與社會福利,長照與社會福利
強化防救災行動通訊基礎建置計畫(3/4),災害防救;網路通訊/4G/5G/5G+/6G,災害防救;網路通訊/4G/5G/5G+/6G
政府軟體採購環境改善計畫(4/4),數位轉型與智慧政府,數位轉型與智慧政府
新一代數位學習計畫(1/4),數位學習,數位學習
前瞻建築防火避難及結構防火科技研發整合應用計畫(1/4),災害防救,災害防救
開發新穎多面向細胞及基因治療策略：由關鍵技術平台至臨床試驗(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
亞洲‧矽谷推動平臺計畫(3/4),創新創業,創新創業
精準治療之前瞻研究與系統建置計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療
網路購物產業價值升級與環境建構計畫(1/4),電商與物流,電商與物流
健康醫藥生技前瞻發展計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
網路購物產業價值升級與環境建構計畫(2/4),電商與物流,電商與物流
推動科學發展及國際合作專案計畫(1/1),人才補助與延攬,人才補助與延攬
農糧作物生產區域規劃科技發展綱要計畫(1/4),農業,農業
新農業-新型態產學研鏈結旗艦計畫(1/4),農業,創新創業
福爾摩沙衛星七號計畫-第1組衛星及自主衛星研製(3/4),太空/衛星,太空/衛星
工業基礎技術深耕計畫(4/4),智慧製造,智慧製造
地震工程之運作及發展計畫(2/4),災害防救,災害防救
警政科技躍升計畫(2/4),警政與法務,警政與法務
環境噪音振動與新興物理性公害研究計畫(1/1),環境監測與污染防治,環境監測與污染防治
推動中小企業創新服務憑證計畫(2/4),數位轉型與智慧政府,創新創業
以醫療科技建構社會保險永續發展藍圖(3/4),長照與社會福利,長照與社會福利
永續綠建築與節能減碳科技中程個案計畫(4/4),氣候變遷與減碳,氣候變遷與減碳
環保創新科技研發計畫(1/1),環境監測與污染防治,環境監測與污染防治
提升輻射安全管制技術之研究(4/4),災害防救,災害防救
產業園區能資源整合及工業安全推動計畫(2/4),災害防救,災害防救
自然科學研究發展(1/1),科研計畫補助,科研計畫補助
ICT-enabled高附加價值新興產業關鍵技術發展綱要計畫(3/4),智慧醫療,智慧醫療
奈米國家型科技計畫-綠色奈米科技推動計畫(6/6),環境監測與污染防治,環境監測與污染防治
學術攻頂研究計畫(1/1),科研計畫補助,科研計畫補助
AI領航推動計畫(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料;晶片半導體
洋流能關鍵技術開發與推動(1/4),能源,能源
綠能科技產學研鏈結計畫(1/1),能源,能源
青年科技創新創業基地建置計畫 (1/4),創新創業,創新創業
5G智慧警察行動服務計畫(1/3),網路通訊/4G/5G/5G+/6G,數位轉型與智慧政府
科學園區生醫創新聚落整合推動計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
海空運輸系統營運效能與技術提升科技研發計畫(2/4),智慧交通,智慧交通
高齡者安全安心生活環境科技發展中程個案計畫(4/4),長照與社會福利,長照與社會福利
醫療器材產業服務研發三年計畫(2/3),生技醫藥與精準醫療,生技醫藥與精準醫療
新興生醫臨床試驗提升計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療
精進臺灣環境健康-以石化工業區周邊學童環境暴露之健康影響評估著手(3/4),環境監測與污染防治,環境監測與污染防治
亞洲生產力組織執行計畫(3/4),創新創業,創新創業
農業雲端服務建置計畫(2/4),智慧農業,智慧農業
生技醫藥核心設施平台(1/1),科研設施,科研設施
生醫產業與新農業跨領域人才培育計畫(3/4),產業人才培育;生技醫藥與精準醫療,產業人才培育;生技醫藥與精準醫療
開源應用技術研發人才培育計畫(1/4),AI、雲端、巨量資料;產業人才培育,AI、雲端、巨量資料;產業人才培育
亞洲．矽谷5G創新應用計畫(1/5),網路通訊/4G/5G/5G+/6G,創新創業
107年度「業界能源科技研究發展計畫」(1/1),能源,能源
學研轉譯能量提升計畫(2/2),生技醫藥與精準醫療,生技醫藥與精準醫療
扶植中小企業與創新創業計畫(4/4),創新創業,創新創業
紡織產業發展計畫(2/4),傳統產業高值化,傳統產業高值化
引領中小微型企業數位轉型戰略攻頂計畫(1/5),數位轉型與智慧政府,數位轉型與智慧政府
雲世代產業數位轉型-數位平台服務與科技研發推動計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府
複合醫材與藥品開發計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
太空科技發展與服務計畫(13/15)(3/5),太空/衛星,太空/衛星
循環材料之高值化(2/4),化工材料與循環經濟,化工材料與循環經濟
電子與光電系統核心技術與應用科技發展綱要計畫(2/4),晶片半導體,晶片半導體
颱風洪水研究發展計畫(2/4),災害防救,災害防救
新興科技創新營運模式研究計畫(3/4),創新創業,創新創業
協助國內企業延攬海外科技人才計畫(4/9),人才補助與延攬,人才補助與延攬
健全專利檢索中心發展計畫(3/4),專利與智財,專利與智財
105年度「學界及業界能源科技研究發展計畫」(1/1),能源,能源
產學研加速鏈結價創新農業(3/4),創新創業,創新創業
青年科技創新創業基地建置計畫(4/4),創新創業,創新創業
鑑識科技進階發展計畫(3/4),警政與法務,警政與法務
生技醫療-新型態產學研鏈結旗艦計畫(1/4),生技醫藥與精準醫療,生技醫藥與精準醫療
核能安全管制技術發展研究(4/4),能源,能源
海洋科技發展計畫(4/4),海洋科技,海洋科技
自動駕駛感知次系統攻堅計畫(1/4),自動駕駛,自動駕駛
整合與提升我國食媒性疾病及其病原監測防護網計畫(1/4),防疫,防疫
冷鏈物流技術整合與應用服務推動計畫(1/4),電商與物流,電商與物流
健康醫藥生技前瞻發展計畫(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療
海洋科技發展計畫(1/4),海洋科技,海洋科技
地震工程之運作及發展計畫(1/4),災害防救,災害防救
網際網路通訊協定升級推動計畫(3/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
教育雲：校園數位學習普及服務計畫(2/4),數位學習,數位學習
建構智慧型博物館：漫遊在史前和現代的交界雲端整合計畫(3/4),文化,文化
科技專案環境建構綱要計畫(1/4),工研院與A+,工研院與A+
5G通訊系統與應用旗艦計畫(2/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G
智慧製造產業創新提升人才培育計畫(1/4),產業人才培育;智慧製造,產業人才培育;智慧製造
Å世代半導體-前瞻半導體及量子技術研發計畫(1/5),晶片半導體,晶片半導體
工廠轉型暨群聚產業技術躍升推動計畫(1/4),傳統產業高值化,傳統產業高值化
臺灣科技融藝創新計畫(4/4),文化,文化
推動兩岸標準計量檢驗認證合作(3/4),國家標準檢驗,國家標準檢驗
資訊軟硬體智慧化轉型生態系推動計畫(1/4),AI、雲端、巨量資料,AI、雲端、巨量資料
臺灣沿海藍色經濟成長推動計畫(2/4),農業,農業
人機協同智慧機器人系統技術開發綱要計畫(3/4),AI、雲端、巨量資料,AI、雲端、巨量資料
低溫物流國際化發展推動計畫(4/4),電商與物流,電商與物流
結核病防治整合型計畫(4/4),防疫,防疫
農業政策與農民輔導科技發展綱要計畫(4/4),政策規劃與推動,政策規劃與推動
給水與用水管理技術發展計畫(1/4),水資源管理,水資源管理
洋流能關鍵技術開發與推動(1/1),能源,能源
以高齡社會需求為導向之生醫科技研究計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療
推動雲端服務輔導規劃計畫(2/2),AI、雲端、巨量資料,AI、雲端、巨量資料
培育優秀學者養成計畫(2/4),人才補助與延攬,人才補助與延攬
科學工業園區研發精進產學合作計畫(4/4),創新創業,創新創業
數位內容跨域創新應用推動計畫(4/4),數位內容,數位內容
校園食材登錄平臺及管理系統推廣實施計畫(3/4)-結合食品雲,食品安全與食品科技,食品安全與食品科技
策略性產業人力資源發展與推動計畫(1/4),產業人才培育,產業人才培育
材料化工之民生應用產業發展綱要計畫(1/4),化工材料與循環經濟,化工材料與循環經濟
現代化測繪科技發展計畫(1/4),自動駕駛,自動駕駛
農林氣象災害風險指標建置及災害調適策略之研究(2/4),災害防救,災害防救
極端海象預報技術研究(1/4),災害防救,災害防救
行動支付多元應用加值服務計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府
原子能科技學術合作研究計畫(1/1),能源,能源
國家生技研究園區開發計畫(2/6),生技醫藥與精準醫療,生技醫藥與精準醫療
水旱災整備及應變科技之研究(2/4),災害防救,災害防救
電子商務雲端創新發展與基礎環境建置計畫(2/4),電商與物流,電商與物流
綠能科技示範場域營運計畫(沙崙D區) (1/4),能源,能源
牧業科技發展綱要計畫(4/4)-強化畜禽產業創新技術加值及應用,農業,農業
安全機能性產品產業價值鏈之優化整合與加值推動(1/4),農業生技,農業生技
農業物聯網發展計畫(1/5),智慧農業,智慧農業
建構智慧健康生活：巨量資料及ICT之加值應用(2/4),智慧醫療,智慧醫療
鑑識科技進階發展計畫(1/4),警政與法務,警政與法務
次世代物聯網智慧系統關鍵技術與產業躍升計畫(3/4),物聯網,物聯網
農業政策與農民輔導科技發展綱要計畫(2/4),政策規劃與推動,政策規劃與推動
科技政策研究與資訊服務計畫(1/1),政策規劃與推動,政策規劃與推動
